GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Barometric pressure (from vehicle)(psi),Engine Load(Absolute)(%),Engine kW (At the wheels)(kW),Fuel flow rate/hour(l/hr),GPS Latitude(°),GPS Longitude(°),GPS Altitude(m),Horsepower (At the wheels)(hp),GPS Bearing(°),Kilometers Per Litre(Instant)(kpl),Oil Temperature (Engine)(°C),Oil Pressure (Engine)(psi),Absolute Throttle Position B(%),Transmission Fluid Temp (GM Method 1)(°C),Accelerator PedalPosition D(%),Throttle Position(Manifold)(%),Engine RPM(rpm),Engine Coolant Temperature(°C),Engine Load(%),Trip Distance(km),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Torque(Nm),Turbo Boost & Vacuum Gauge(psi),Voltage (OBD Adapter)(V),Voltage (Control Module)(V),Ambient air temp(°C),Fuel Level (From Engine ECU)(%),Fuel flow rate/minute(cc/min),Relative Throttle Position(%),Fuel pressure(psi),Speed (GPS)(km/h),Speed (OBD)(km/h),Fuel used (trip)(l),Fuel tank pressure(psi),Outside air temperature(°C),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Engine Oil Temperature(°C),Transmission Temperature(Method 1)(°C),Transmission Temperature(Method 2)(°C)
Fri Mar 28 17:46:43 KST 2014,28-3-2014 17:42:17.303,127.1096878,37.36325178,0,45,71,0,7.86,0.23,6.47,0.06,14.5,18.04,-,1.2,37.36,127.11,71,-,0,0,63,0,19.22,49,19.22,19.22,753.5,83,29.41,0.17,30,4.79,-,-9.72,14,13.95,28,56.08,19.98,8.63,54.39,0,0,0.04,-,-,114,39.88,74.8,-,-,-
Fri Mar 28 17:46:43 KST 2014,28-3-2014 17:42:19.106,127.1096878,37.36325178,0,45,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,37.36,127.11,71,-,0,0,63,0,19.22,49,19.22,19.22,753,83,29.41,0.17,30,4.93,-,-9.57,14,13.95,28,56.08,19.92,8.63,54.39,0,0,0.05,-,-,116,39.88,76.67,-,-,-
Fri Mar 28 17:46:43 KST 2014,28-3-2014 17:42:21.041,127.1096878,37.36325178,0,45,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.19,37.36,127.11,71,-,0,0,63,0,19.22,49,19.61,19.22,751,83,29.41,0.17,30,4.79,-,-9.72,14,13.98,28,56.08,19.86,8.63,53.95,0,0,0.05,-,-,118,39.88,78.62,-,-,-
Fri Mar 28 17:46:43 KST 2014,28-3-2014 17:42:22.820,127.1096878,37.36325178,0,45,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,37.36,127.11,71,-,0,0,63,0,19.22,49,19.22,19.22,749.75,83,29.02,0.17,30,4.79,-,-9.72,14,14.03,28,56.08,19.92,8.63,53.52,0,0,0.05,-,-,120,39.88,80.41,-,-,-
Fri Mar 28 17:46:51 KST 2014,28-3-2014 17:42:24.667,127.1096162,37.36344304,0,25,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,37.36,127.11,71,-,0,0,63,0,19.22,49,19.61,19.22,744.25,83,29.41,0.17,30,4.93,-,-9.57,14.1,13.95,28,56.08,19.98,8.63,54.39,-,0,0.05,-,-,122,39.88,82.23,-,-,-
Fri Mar 28 17:46:53 KST 2014,28-3-2014 17:42:26.526,127.1096162,37.36344304,0,35,71,0,7.86,0.23,6.47,0.06,14.5,18.04,-,1.19,37.36,127.11,71,-,0,0,63,0,19.22,49,19.22,19.22,754.75,83,29.41,0.17,30,4.79,-,-9.72,14,13.99,28,56.08,19.86,8.63,53.52,0,0,0.05,-,-,124,39.88,84.56,-,-,-
Fri Mar 28 17:46:54 KST 2014,28-3-2014 17:42:28.388,127.1096162,37.36344304,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,37.36,127.11,71,-,0,0,64,0,19.22,49,19.61,19.22,756.25,83,29.8,0.17,30,4.79,-,-9.72,14,13.96,28,56.08,19.98,8.63,54.39,0,0,0.05,-,-,125,39.88,85.91,-,-,-
Fri Mar 28 17:46:54 KST 2014,28-3-2014 17:42:30.169,127.1096162,37.36344304,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,37.36,127.11,71,-,0,0,64,0,19.22,49,19.22,19.22,751,83,29.8,0.17,30,4.79,-,-9.72,14,14.04,28,56.08,19.98,8.63,53.52,0,0,0.05,-,-,127,39.88,87.73,-,-,-
Fri Mar 28 17:46:54 KST 2014,28-3-2014 17:42:32.000,127.1096162,37.36344304,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,37.36,127.11,71,-,0,0,64,0,19.22,49,19.22,19.22,755.25,83,29.41,0.17,30,4.79,-,-9.72,14,14,28,56.08,19.98,8.63,53.95,0,0,0.05,-,-,129,39.88,89.6,-,-,-
Fri Mar 28 17:46:54 KST 2014,28-3-2014 17:42:33.921,127.1096162,37.36344304,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,37.36,127.11,71,-,0,0,64,0,19.22,49,19.61,19.22,756,83,29.41,0.17,30,4.79,-,-9.72,14,13.98,28,56.08,19.98,8.63,53.95,0,0,0.05,-,-,131,39.88,91.4,-,-,-
Fri Mar 28 17:47:02 KST 2014,28-3-2014 17:42:35.729,127.1096162,37.36344304,0,30,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,37.36,127.11,71,-,0,0,64,0,19.22,49,19.22,19.22,746,83,29.41,0.17,30,4.93,-,-9.57,14,13.87,28,56.08,19.98,8.63,54.39,-,0,0.05,-,-,133,39.88,93.33,-,-,-
Fri Mar 28 17:47:04 KST 2014,28-3-2014 17:42:37.528,127.1096162,37.36344304,0,30,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.2,37.36,127.11,71,-,0,0,64,0,19.22,49,19.22,19.22,754,83,29.02,0.17,30,4.93,-,-9.57,14,13.97,28,56.08,19.98,8.63,54.39,0,0,0.05,-,-,135,39.88,95.52,-,-,-
Fri Mar 28 17:47:05 KST 2014,28-3-2014 17:42:39.324,127.1096162,37.36344304,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.04,-,1.18,37.36,127.11,71,-,0,0,64,0,19.22,49,19.22,19.22,753.5,83,28.63,0.17,30,4.93,-,-9.57,13.9,13.9,28,56.08,19.74,8.63,54.82,0,0,0.05,-,-,136,39.88,96.94,-,-,-
Fri Mar 28 17:47:05 KST 2014,28-3-2014 17:42:41.149,127.1096162,37.36344304,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.18,37.36,127.11,71,-,0,0,64,0,19.22,49,19.22,19.22,749.75,83,29.41,0.17,30,4.79,-,-9.72,13.9,14,28,56.08,19.67,8.63,53.95,0,0,0.05,-,-,138,39.88,98.75,-,-,-
Fri Mar 28 17:47:05 KST 2014,28-3-2014 17:42:42.942,127.1096162,37.36344304,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.04,-,1.19,37.36,127.11,71,-,0,0,64,0,19.22,49,19.22,18.82,741,83,29.02,0.17,30,4.79,-,-9.72,14,13.95,28,56.08,19.8,8.63,53.95,0,0,0.05,-,-,140,39.88,100.48,-,-,-
Fri Mar 28 17:47:05 KST 2014,28-3-2014 17:42:44.797,127.1096162,37.36344304,0,50,71,0,7.86,0.23,6.47,0.06,14.5,17.65,-,1.16,37.36,127.11,71,-,0,0,64,0,18.82,49,19.22,18.82,745,83,28.63,0.17,31,4.79,-,-9.72,14,14.03,28,56.08,19.37,8.63,54.39,0,0,0.05,-,-,142,39.88,102.33,-,-,-
Fri Mar 28 17:47:13 KST 2014,28-3-2014 17:42:46.617,127.1096162,37.36344304,0,30,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.17,37.36,127.11,71,-,0,0,64,0,19.22,50,19.22,18.82,748.25,83,29.02,0.17,31,4.79,-,-9.72,14,14.04,28,56.08,19.43,8.63,52.65,-,0,0.05,-,-,144,39.88,104.16,-,-,-
Fri Mar 28 17:47:15 KST 2014,28-3-2014 17:42:48.488,127.1096162,37.36344304,0,30,71,0,7.86,0.23,6.47,0.06,14.5,32.55,-,1.19,37.36,127.11,71,-,0,0,64,0,27.84,50,27.06,25.88,746.75,83,30.98,0.17,31,4.93,-,-9.57,14,13.96,28,56.08,19.8,17.25,54.82,0,0,0.06,-,-,146,39.88,106.54,-,-,-
Fri Mar 28 17:47:16 KST 2014,28-3-2014 17:42:50.351,127.1096162,37.36344304,0,50,71,0,7.86,0.23,6.47,0.06,14.5,36.08,6.83,4.63,37.36,127.11,71,9.16,0,0,65,0,31.37,50,27.84,30.59,1608,83,48.63,0.17,30,9.14,40.57,-5.37,13.9,14.02,28,57.65,77.23,20.78,41.34,0,9,0.06,-,-,147,40.57,107.27,-,-,-
Fri Mar 28 17:47:16 KST 2014,28-3-2014 17:42:52.227,127.1096162,37.36344304,0,50,71,0,7.86,0.23,6.47,0.06,14.5,41.96,11.79,6.9,37.36,127.11,71,15.8,0,1.17,65,0,32.94,50,27.84,32.94,2266.5,83,47.84,0.17,30,9.28,49.65,-5.22,14,13.95,28,59.61,115,22.75,42.64,0,17,0.06,-,-,149,42.4,107.27,-,-,-
Fri Mar 28 17:47:16 KST 2014,28-3-2014 17:42:54.044,127.1096162,37.36344304,0,50,71,0,7.86,0.23,6.47,0.06,14.5,42.35,14.04,6.91,37.36,127.11,71,18.82,0,2.21,65,0,32.55,50,27.84,32.55,2114.5,83,50.2,0.18,29,10.01,63.39,-4.5,13.9,13.94,28,59.61,115.24,22.35,45.69,0,24,0.06,-,-,151,44.29,107.27,-,-,-
Fri Mar 28 17:47:16 KST 2014,28-3-2014 17:42:55.803,127.1096162,37.36344304,0,50,71,0,7.86,0.23,6.47,0.06,14.5,45.49,13.23,7.93,37.36,127.11,71,17.74,0,2.72,65,0,34.51,50,29.8,34.51,1988.75,83,61.57,0.2,29,11.6,63.52,-2.9,14,13.93,28,58.43,132.12,24.31,45.69,0,29,0.07,-,-,153,45.99,107.27,-,-,-
Fri Mar 28 17:47:24 KST 2014,28-3-2014 17:42:57.728,127.110048,37.36347172,0,30,71,0,7.86,0.23,6.47,0.06,14.5,48.24,15.11,7.89,37.36,127.11,71,20.26,0,3.31,65,0,34.9,51,29.8,34.51,1902.75,83,63.14,0.21,29,11.75,75.82,-2.76,14,13.97,28,58.43,131.45,24.71,43.51,-,34,0.07,-,-,155,47.84,107.27,-,-,-
Fri Mar 28 17:47:26 KST 2014,28-3-2014 17:42:59.529,127.110048,37.36347172,0,30,71,0,7.86,0.23,6.47,0.06,14.5,63.53,12.75,9.69,37.36,127.11,71,17.1,0,3.16,66,0,37.25,50,30.98,38.82,1653.75,82,92.16,0.23,29,13.78,73.63,-0.73,14,13.96,28,58.82,161.47,26.67,44.82,0,38,0.08,-,-,157,50.14,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:01.315,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,65.49,15.34,9.32,37.36,127.11,71,20.57,0,3.67,66,0,37.65,50,30.98,37.65,1625.75,82,91.37,0.25,29,13.2,90.09,-1.31,14,13.99,28,58.43,155.26,27.45,42.64,0,42,0.08,-,-,158,51.52,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:03.231,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,60.78,15.95,9.42,37.36,127.11,71,21.39,0,4.01,66,0,38.04,50,30.59,37.65,1742,82,84.31,0.27,28,13.49,87.45,-1.02,14,13.99,28,57.65,156.97,27.45,43.08,0,46,0.09,-,-,160,53.39,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:05.041,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,56.86,8.15,9.08,37.36,127.11,71,10.93,0,4.56,66,0,38.04,50,30.2,38.04,1811.75,82,79.22,0.3,28,13.63,42.97,-0.87,14,13.97,28,57.25,151.36,27.84,41.34,0,48,0.09,-,-,162,55.26,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:06.841,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,50.98,4.26,7.89,37.36,127.11,71,5.72,0,5.48,66,0,36.08,50,29.02,36.08,1836.75,81,70.98,0.32,28,12.91,22.17,-1.6,13.9,13.98,28,57.65,131.45,25.88,42.64,0,49,0.1,-,-,164,57.07,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:08.706,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.43,4.26,1.28,37.36,127.11,71,5.72,0,34.57,66,0,22.75,50,23.53,20.39,1760.5,81,12.55,0.35,28,4.5,22.17,-10.01,14,13.98,28,57.65,21.26,12.16,44.38,0,48,0.1,-,-,166,58.93,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:10.611,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,42.35,-,7.16,37.36,127.11,71,-,0,6.03,67,0,33.33,51,28.63,33.33,1864.25,81,56.08,0.37,28,11.31,-,-3.19,13.9,13.98,28,56.47,119.39,23.14,41.34,0,44,0.1,-,-,168,60.76,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:12.593,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,45.88,-,6.98,37.36,127.11,71,-,0,5.67,67,0,33.73,51,28.63,33.73,1717,81,62.35,0.4,28,11.75,-,-2.76,14,13.99,28,55.69,116.4,23.53,44.38,0,43,0.1,-,-,170,62.78,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:14.394,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,46.27,-,6.81,37.36,127.11,71,-,0,5.68,67,0,34.12,51,28.63,34.12,1666.25,81,63.53,0.42,28,12.33,-,-2.18,14,13.95,28,57.25,113.54,23.92,44.38,0,43,0.11,-,-,171,64.58,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:16.349,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,47.45,-,6.74,37.36,127.11,71,-,0,5.74,67,0,34.12,51,28.24,34.12,1635,81,64.31,0.44,28,12.33,-,-2.18,14,13.99,28,58.43,112.38,23.92,42.64,0,43,0.11,-,-,173,66.47,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:18.169,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,7.84,-,6.74,37.36,127.11,71,-,0,5.74,67,0,18.43,51,19.61,20.78,1609,81,32.55,0.46,28,11.02,-,-3.48,14,14,28,57.25,112.38,7.84,43.95,0,43,0.11,-,-,175,68.38,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:20.045,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,10.98,-,1.4,37.36,127.11,71,-,0,27.65,67,0,19.61,51,19.61,20,1426.75,81,15.69,0.48,28,3.05,-,-11.46,14,13.98,28,56.08,23.33,9.41,44.82,0,38,0.11,-,-,177,70.22,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:21.915,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,10.98,-,1.06,37.36,127.11,71,-,0,32.27,67,0,18.04,51,19.61,18.04,1129,81,16.08,0.5,28,2.76,-,-11.75,13.9,13.96,28,55.29,17.66,7.84,45.25,0,32,0.11,-,-,179,72.05,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:23.731,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,11.37,-,0.99,37.36,127.11,71,-,0,28.97,67,0,18.04,51,19.61,18.04,1007.5,81,16.86,0.52,29,3.19,-,-11.31,13.9,13.96,28,54.12,16.57,7.84,42.64,0,27,0.11,-,-,181,73.92,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:25.535,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,9.02,-,2.8,37.36,127.11,71,-,0,8.67,68,0,18.04,51,19.61,22.35,1310.75,82,35.29,0.53,29,6.24,-,-8.27,13.9,13.99,28,54.51,46.72,7.45,44.38,0,23,0.11,-,-,183,75.75,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:27.374,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,14.9,-,1.15,37.36,127.11,71,-,0,17.98,68,0,19.22,51,19.22,19.22,966.5,82,35.29,0.54,29,3.48,-,-11.02,13.9,13.97,28,54.9,19.19,9.02,43.51,0,20,0.12,-,-,184,77.61,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:29.219,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,15.69,-,1.19,37.36,127.11,71,-,0,15.11,68,0,19.22,51,19.61,19.22,931.75,82,22.35,0.55,29,3.92,-,-10.59,13.9,13.99,28,54.51,19.86,9.02,43.08,0,15,0.12,-,-,186,79.39,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:31.010,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.43,-,1.45,37.36,127.11,71,-,0,9.33,68,0,20.39,51,19.61,20.39,923.75,82,27.84,0.56,29,4.5,-,-10.01,14,13.97,28,54.9,24.12,9.8,43.95,0,11,0.12,-,-,188,81.2,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:32.949,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,18.82,-,1.48,37.36,127.11,71,-,0,6.67,68,0,20.39,51,19.61,20.39,925.75,82,28.63,0.56,29,4.79,-,-9.72,13.9,13.99,28,55.69,24.73,10.2,43.95,0,8,0.12,-,-,190,83.01,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:34.749,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,17.65,-,1.21,37.36,127.11,71,-,0,5.97,68,0,19.22,51,19.22,19.22,811,82,27.06,0.56,29,4.64,-,-9.86,13.9,13.96,28,56.08,20.1,8.63,43.51,0,5,0.12,-,-,192,84.96,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:36.666,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,38.82,-,1.21,37.36,127.11,71,-,0,3.71,68,0,31.37,51,29.41,29.8,790.5,82,100,0.57,29,4.79,-,-9.72,14,14.02,28,56.86,20.22,20.78,43.51,0,4,0.12,-,-,194,86.82,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:38.492,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,33.33,6.62,2.69,37.36,127.11,71,8.88,0,1.34,68,0,30.59,51,27.45,28.24,1568,82,27.45,0.57,29,6.82,40.33,-7.69,14,13.98,28,57.65,44.89,20.39,44.38,0,11,0.12,-,-,195,88.67,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:40.365,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,39.61,7.14,5.9,37.36,127.11,71,9.58,0,1.68,68,0,31.76,51,27.45,31.76,2079.75,82,43.14,0.58,28,8.99,32.81,-5.51,13.9,14.01,28,58.82,98.31,21.18,42.64,0,16,0.12,-,-,197,90.51,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:42.225,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,9.41,6.93,4.25,37.36,127.11,71,9.29,0,3.39,68,0,19.61,52,21.18,18.04,1797.25,82,27.06,0.59,28,9.14,36.8,-5.37,14,13.99,28,59.61,70.84,9.02,42.64,0,20,0.13,-,-,199,92.45,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:44.053,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,31.37,1.76,5.21,37.36,127.11,71,2.36,0,3.46,69,0,30.98,52,25.49,30.59,1848.25,82,43.14,0.6,28,8.99,9.1,-5.51,13.9,13.98,28,58.04,86.8,20.39,44.38,0,21,0.13,-,-,201,94.26,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:45.902,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,27.45,6.43,4.72,37.36,127.11,71,8.63,0,4,69,0,26.27,52,23.53,27.06,2051.5,82,26.67,0.61,28,8.85,29.95,-5.66,13.9,13.96,28,56.47,78.7,16.47,45.69,0,24,0.13,-,-,203,96.08,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:47.723,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,40.39,2.11,3.16,37.36,127.11,71,2.83,0,6.83,69,0,30.98,52,25.88,25.88,1497.75,82,34.9,0.62,28,7.54,13.47,-6.96,14,13.97,28,56.08,52.69,19.22,43.95,0,25,0.13,-,-,205,97.94,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:49.525,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,32.16,4.76,4.75,37.36,127.11,71,6.39,0,4.73,69,0,30.2,52,25.88,30.2,1690.75,82,44.31,0.63,28,9.14,26.91,-5.37,13.9,13.97,28,55.29,79.24,19.61,43.95,0,27,0.13,-,-,206,99.71,107.27,-,-,-
Fri Mar 28 17:47:27 KST 2014,28-3-2014 17:43:51.320,127.110048,37.36347172,0,50,71,0,7.86,0.23,6.47,0.06,14.5,45.1,5.39,5.62,37.36,127.11,71,7.22,0,4.32,69,0,33.33,52,28.24,33.33,1535.5,82,58.04,0.65,28,10.88,33.5,-3.63,14,13.99,28,55.69,93.68,23.14,42.21,0,29,0.14,-,-,208,101.57,107.27,-,-,-
